STATE_NAME,STATE_CODE,AGE_GROUP,CAUSE_OF_DEATH,TOTAL_DEATHS,TOTAL_POPULATION
Ohio,39,65-74 years,COVID-19,2740,1189243
Kansas,20,45-54 years,Diabetes,50,327961
Louisiana,22,35-44 years,Chronic Respiratory Diseases,10,589854
Pennsylvania,42,15-24 years,Influenza & Pneumonia,10,1603208
Indiana,18,15-24 years,Cancer,34,930398
Arkansas,5,45-54 years,COVID-19,155,361582
Illinois,17,55-64 years,Heart Diseases,3367,1658283
New Hampshire,33,55-64 years,Diabetes,74,214314
Connecticut,9,35-44 years,Other Causes,149,427141
Ohio,39,55-64 years,Kidney Disease,262,1604683
New Jersey,34,55-64 years,Chronic Respiratory Diseases,251,1223649
Kentucky,21,85+ years,COVID-19,1397,81868
Alaska,2,65-74 years,Heart Diseases,202,61300
Tennessee,47,75-84 years,Kidney Disease,354,340228
North Carolina,37,85+ years,Motor Vehicle Accidents,59,189394
Wisconsin,55,25-34 years,Heart Diseases,35,741222
Georgia,13,85+ years,Influenza & Pneumonia,390,151069
Missouri,29,25-34 years,Cancer,63,825887
South Dakota,46,65-74 years,Kidney Disease,12,89216
Michigan,26,75-84 years,Stroke,1336,514685
Michigan,26,35-44 years,Motor Vehicle Accidents,138,1166172
Texas,48,65-74 years,Influenza & Pneumonia,594,2245028
Minnesota,27,65-74 years,Motor Vehicle Accidents,54,531059
New York,36,75-84 years,Heart Diseases,10898,976223
Mississippi,28,65-74 years,Diabetes,290,288955
Washington,53,25-34 years,Heart Diseases,41,1172075
Alaska,2,45-54 years,Heart Diseases,58,85130
Colorado,8,25-34 years,COVID-19,20,913354
Kansas,20,85+ years,Alzheimer & Brain Degeneration Disease,846,65678
Vermont,50,85+ years,COVID-19,58,14437
Idaho,16,45-54 years,Other Accidents,60,201766
Oregon,41,35-44 years,Diabetes,30,568712
Michigan,26,65-74 years,Kidney Disease,430,1037580
Rhode Island,44,45-54 years,Other Causes,67,135112
Utah,49,45-54 years,Other Accidents,124,328430
California,6,15-24 years,Chronic Respiratory Diseases,10,5180973
Minnesota,27,15-24 years,Other Causes,147,717060
New Mexico,35,75-84 years,Alzheimer & Brain Degeneration Disease,207,111714
North Dakota,38,55-64 years,Other Causes,106,93878
Alabama,1,35-44 years,Heart Diseases,339,593306
Louisiana,22,65-74 years,Other Accidents,181,442534
Rhode Island,44,85+ years,Alzheimer & Brain Degeneration Disease,328,27512
Kentucky,21,65-74 years,Other Accidents,210,447876
District of Columbia,11,75-84 years,Other Accidents,12,24882
District of Columbia,11,55-64 years,Stroke,25,69876
Washington,53,75-84 years,Motor Vehicle Accidents,60,339621
Mississippi,28,45-54 years,Cancer,409,362040
Oklahoma,40,25-34 years,Influenza & Pneumonia,10,543593
Texas,48,45-54 years,Alzheimer & Brain Degeneration Disease,22,3554098
Arkansas,5,35-44 years,Stroke,25,370263
Wisconsin,55,45-54 years,Other Causes,643,715209
Mississippi,28,15-24 years,Other Accidents,51,402867
Hawaii,15,75-84 years,Diabetes,91,74688
Mississippi,28,35-44 years,Other Accidents,154,365754
Tennessee,47,65-74 years,Other Accidents,337,681396
Massachusetts,25,65-74 years,Other Accidents,270,673305
Washington,53,85+ years,COVID-19,1159,134578
Illinois,17,25-34 years,Influenza & Pneumonia,16,1758096
Utah,49,85+ years,Kidney Disease,143,38574
Colorado,8,65-74 years,Influenza & Pneumonia,74,522131
Connecticut,9,25-34 years,COVID-19,18,448029
West Virginia,54,75-84 years,Heart Diseases,1384,109552
South Carolina,45,45-54 years,Heart Diseases,682,640607
Tennessee,47,15-24 years,Motor Vehicle Accidents,179,869205
New York,36,55-64 years,Motor Vehicle Accidents,165,2597156
New Hampshire,33,45-54 years,Cancer,162,183273
New Jersey,34,85+ years,Kidney Disease,682,203104
Oklahoma,40,85+ years,Other Causes,1999,74163
Wyoming,56,75-84 years,Heart Diseases,268,27598
California,6,45-54 years,Heart Diseases,2819,4979745
North Carolina,37,65-74 years,Chronic Respiratory Diseases,1453,1046508
Florida,12,85+ years,COVID-19,5777,581454
Hawaii,15,55-64 years,Chronic Respiratory Diseases,48,179137
Tennessee,47,35-44 years,Other Accidents,539,847658
Washington,53,35-44 years,COVID-19,48,1028141
South Carolina,45,65-74 years,Other Causes,2360,570600
Missouri,29,85+ years,Motor Vehicle Accidents,25,133531
Massachusetts,25,85+ years,COVID-19,4416,159523
Oregon,41,85+ years,Cancer,1395,84538
Indiana,18,55-64 years,COVID-19,801,875082
Nevada,32,25-34 years,Other Causes,187,453116
California,6,55-64 years,Cancer,10167,4786635
Massachusetts,25,25-34 years,COVID-19,24,994454
New Hampshire,33,85+ years,Diabetes,76,30241
Georgia,13,35-44 years,Other Causes,958,1380954
Alaska,2,85+ years,Other Causes,163,7181
Missouri,29,55-64 years,Diabetes,295,830732
Hawaii,15,85+ years,Influenza & Pneumonia,206,41668
Ohio,39,45-54 years,Heart Diseases,1374,1447581
Massachusetts,25,45-54 years,Heart Diseases,467,893633
Idaho,16,55-64 years,COVID-19,107,218360
New Mexico,35,65-74 years,Diabetes,174,224483
Georgia,13,45-54 years,Heart Diseases,1463,1399652
Louisiana,22,75-84 years,Stroke,666,216431
New Jersey,34,15-24 years,Heart Diseases,11,1093555
Arkansas,5,55-64 years,Heart Diseases,1298,385994
Idaho,16,75-84 years,Cancer,875,85030
Delaware,10,45-54 years,Cancer,112,118881
Idaho,16,35-44 years,Other Accidents,64,227172
South Carolina,45,35-44 years,Other Accidents,332,620504
Georgia,13,75-84 years,Motor Vehicle Accidents,110,439884
North Carolina,37,45-54 years,Heart Diseases,1122,1364067
Tennessee,47,25-34 years,Motor Vehicle Accidents,206,949656
New Jersey,34,75-84 years,Stroke,928,439565
Utah,49,1-14 years,Other Causes,183,774764
Massachusetts,25,75-84 years,Chronic Respiratory Diseases,893,336504
Oklahoma,40,55-64 years,Other Causes,1198,493694
Montana,30,35-44 years,Motor Vehicle Accidents,33,129795
West Virginia,54,85+ years,Influenza & Pneumonia,130,40136
South Dakota,46,45-54 years,Other Accidents,27,94865
California,6,85+ years,Other Accidents,1512,749846
Illinois,17,85+ years,Other Causes,9330,266969
Florida,12,65-74 years,Heart Diseases,8897,2465369
Minnesota,27,35-44 years,Motor Vehicle Accidents,70,725577
North Dakota,38,75-84 years,Diabetes,49,34368
California,6,1-14 years,Motor Vehicle Accidents,107,7391703
Ohio,39,15-24 years,Motor Vehicle Accidents,185,1507223
California,6,75-84 years,COVID-19,7652,1701599
Indiana,18,25-34 years,Motor Vehicle Accidents,151,890687
Maine,23,45-54 years,Chronic Respiratory Diseases,26,174730
Utah,49,65-74 years,COVID-19,302,219466
Wisconsin,55,65-74 years,COVID-19,1039,594748
Maine,23,55-64 years,Stroke,44,211560
Iowa,19,85+ years,Heart Diseases,3368,78674
Vermont,50,65-74 years,Chronic Respiratory Diseases,110,75206
Kentucky,21,75-84 years,Alzheimer & Brain Degeneration Disease,698,220820
Alabama,1,85+ years,Diabetes,149,91543
Pennsylvania,42,75-84 years,Heart Diseases,7990,707157
Vermont,50,75-84 years,COVID-19,49,35396
West Virginia,54,45-54 years,Other Accidents,217,229251
New Mexico,35,35-44 years,Influenza & Pneumonia,10,254846
Louisiana,22,85+ years,Chronic Respiratory Diseases,511,82057
New Jersey,34,35-44 years,Other Causes,447,1137693
Iowa,19,35-44 years,COVID-19,33,385215
South Dakota,46,85+ years,Cancer,359,20985
Minnesota,27,75-84 years,Cancer,2778,266713
Indiana,18,45-54 years,Chronic Respiratory Diseases,123,824029
Montana,30,65-74 years,Other Causes,367,124631
District of Columbia,11,85+ years,Influenza & Pneumonia,28,12242
Connecticut,9,85+ years,Other Accidents,327,91330
Iowa,19,55-64 years,Influenza & Pneumonia,39,415696
Montana,30,45-54 years,Heart Diseases,78,117800
Oregon,41,55-64 years,Chronic Respiratory Diseases,255,538950
Kentucky,21,55-64 years,Chronic Respiratory Diseases,548,598289
Texas,48,75-84 years,Influenza & Pneumonia,790,1080742
Pennsylvania,42,45-54 years,Cancer,1515,1604097
Oklahoma,40,75-84 years,Cancer,2230,192919
Michigan,26,25-34 years,Chronic Respiratory Diseases,18,1311614
Georgia,13,65-74 years,Motor Vehicle Accidents,178,926001
Hawaii,15,45-54 years,Motor Vehicle Accidents,19,167747
Delaware,10,65-74 years,Other Accidents,30,112858
Arizona,4,35-44 years,Other Accidents,454,896027
New Hampshire,33,65-74 years,Motor Vehicle Accidents,11,152669
Pennsylvania,42,55-64 years,Kidney Disease,309,1804883
North Dakota,38,45-54 years,Other Causes,75,78199
Louisiana,22,55-64 years,Stroke,276,604670
Pennsylvania,42,25-34 years,Cancer,114,1709136
Michigan,26,45-54 years,Motor Vehicle Accidents,144,1254679
Delaware,10,75-84 years,Other Causes,351,55794
South Dakota,46,75-84 years,Other Causes,228,41670
Arkansas,5,25-34 years,Heart Diseases,31,396868
Connecticut,9,65-74 years,Motor Vehicle Accidents,37,352819
Montana,30,85+ years,Motor Vehicle Accidents,10,22855
District of Columbia,11,45-54 years,Stroke,10,74286
Nebraska,31,75-84 years,Chronic Respiratory Diseases,359,90492
Florida,12,25-34 years,COVID-19,106,2799422
Missouri,29,75-84 years,Kidney Disease,440,318341
Massachusetts,25,55-64 years,Other Accidents,469,943190
New Jersey,34,25-34 years,Chronic Respiratory Diseases,11,1152278
Rhode Island,44,55-64 years,Cancer,380,149609
Idaho,16,65-74 years,COVID-19,291,175866
West Virginia,54,35-44 years,Stroke,17,213802
Alabama,1,55-64 years,Chronic Respiratory Diseases,497,657667
Missouri,29,65-74 years,Influenza & Pneumonia,180,610165
Rhode Island,44,75-84 years,Diabetes,65,53375
Mississippi,28,55-64 years,Influenza & Pneumonia,78,385911
Michigan,26,15-24 years,Motor Vehicle Accidents,151,1326325
South Carolina,45,55-64 years,Chronic Respiratory Diseases,417,689144
Florida,12,15-24 years,Heart Diseases,25,2460558
Minnesota,27,25-34 years,Motor Vehicle Accidents,68,762616
Iowa,19,25-34 years,Motor Vehicle Accidents,57,398150
Maine,23,75-84 years,Kidney Disease,73,82386
New Hampshire,33,75-84 years,Other Causes,700,70954
Hawaii,15,65-74 years,Cancer,737,152092
Maine,23,35-44 years,Heart Diseases,24,154075
Georgia,13,25-34 years,Heart Diseases,132,1493261
Texas,48,85+ years,COVID-19,6613,408459
Illinois,17,65-74 years,Cancer,6696,1176033
Arizona,4,75-84 years,Cancer,3644,411197
Virginia,51,85+ years,Alzheimer & Brain Degeneration Disease,2447,154485
Arizona,4,45-54 years,Alzheimer & Brain Degeneration Disease,10,852090
Virginia,51,35-44 years,Cancer,261,1112496
Colorado,8,45-54 years,Other Accidents,257,706150
Tennessee,47,45-54 years,Heart Diseases,1076,871279
North Dakota,38,35-44 years,Other Accidents,28,92576
Pennsylvania,42,35-44 years,Stroke,44,1513739
New Mexico,35,45-54 years,Diabetes,70,235656
Idaho,16,85+ years,Other Causes,1069,29774
Michigan,26,55-64 years,Stroke,409,1399535
Colorado,8,35-44 years,Influenza & Pneumonia,15,798071
Florida,12,45-54 years,Influenza & Pneumonia,116,2709395
New Jersey,34,65-74 years,Stroke,526,832866
Kansas,20,55-64 years,Influenza & Pneumonia,51,371505
Wyoming,56,65-74 years,Diabetes,31,60590
Alaska,2,55-64 years,Other Causes,88,93339
Maryland,24,55-64 years,Diabetes,271,818519
Virginia,51,25-34 years,Motor Vehicle Accidents,158,1190381
Tennessee,47,55-64 years,Other Causes,2370,894697
Kansas,20,25-34 years,Other Accidents,111,382922
Indiana,18,75-84 years,Kidney Disease,480,317937
Nebraska,31,35-44 years,Other Accidents,42,243139
Illinois,17,1-14 years,Motor Vehicle Accidents,22,2322679
South Carolina,45,85+ years,Cancer,1339,91410
Wisconsin,55,35-44 years,Kidney Disease,10,713075
North Carolina,37,75-84 years,Chronic Respiratory Diseases,1774,515192
New Mexico,35,85+ years,Chronic Respiratory Diseases,333,41409
Vermont,50,55-64 years,Chronic Respiratory Diseases,35,95379
Virginia,51,65-74 years,COVID-19,1220,802291
North Dakota,38,85+ years,Other Accidents,71,18813
North Dakota,38,65-74 years,Alzheimer & Brain Degeneration Disease,28,66664
Virginia,51,45-54 years,Kidney Disease,66,1100274
Kentucky,21,25-34 years,Other Causes,248,587380
New York,36,25-34 years,Stroke,24,2867651
Maryland,24,35-44 years,Kidney Disease,10,782213
Colorado,8,85+ years,Other Accidents,552,89921
Connecticut,9,55-64 years,Influenza & Pneumonia,40,513455
Kansas,20,75-84 years,COVID-19,986,137573
Ohio,39,35-44 years,Motor Vehicle Accidents,189,1397808
Oklahoma,40,65-74 years,Alzheimer & Brain Degeneration Disease,197,368050
Colorado,8,75-84 years,Other Causes,2007,230360
Maryland,24,45-54 years,COVID-19,332,795467
Kansas,20,35-44 years,Stroke,11,361029
North Carolina,37,25-34 years,Other Accidents,707,1416069
West Virginia,54,65-74 years,Cancer,1397,217323
Ohio,39,25-34 years,Other Accidents,1130,1554378
South Dakota,46,55-64 years,Motor Vehicle Accidents,25,117498
California,6,25-34 years,Diabetes,91,6052952
Kentucky,21,45-54 years,Other Accidents,398,563662
Mississippi,28,25-34 years,Other Accidents,94,393747
Utah,49,55-64 years,Cancer,564,303134
Iowa,19,45-54 years,Other Accidents,108,362509
Florida,12,35-44 years,Cancer,710,2600531
Virginia,51,55-64 years,Alzheimer & Brain Degeneration Disease,46,1114417
Nebraska,31,65-74 years,Influenza & Pneumonia,57,178908
Nevada,32,85+ years,Chronic Respiratory Diseases,387,44816
Georgia,13,55-64 years,COVID-19,1359,1307533
New Jersey,34,45-54 years,Kidney Disease,45,1200823
Rhode Island,44,65-74 years,COVID-19,296,106159
Illinois,17,45-54 years,Diabetes,197,1599789
Missouri,29,35-44 years,Stroke,33,753739
Alaska,2,35-44 years,Other Causes,70,95765
New York,36,15-24 years,Other Causes,473,2445246
District of Columbia,11,65-74 years,Cancer,260,50219
Ohio,39,85+ years,Other Accidents,1006,256272
Wisconsin,55,85+ years,Alzheimer & Brain Degeneration Disease,1801,128309
Maine,23,65-74 years,COVID-19,69,169079
Arizona,4,65-74 years,Influenza & Pneumonia,203,751699
North Carolina,37,35-44 years,Diabetes,94,1303427
Delaware,10,35-44 years,Heart Diseases,24,113101
Arkansas,5,75-84 years,Stroke,455,161141
Mississippi,28,75-84 years,Influenza & Pneumonia,241,145440
New Mexico,35,55-64 years,Motor Vehicle Accidents,55,272921
Missouri,29,45-54 years,COVID-19,197,732944
Wyoming,56,55-64 years,Other Causes,103,78754
Maryland,24,15-24 years,Other Causes,328,751030
Maryland,24,65-74 years,Influenza & Pneumonia,132,561582
Connecticut,9,75-84 years,Other Causes,1845,186095
Virginia,51,75-84 years,COVID-19,1647,402130
Illinois,17,15-24 years,Heart Diseases,20,1652607
Wisconsin,55,75-84 years,Kidney Disease,306,294186
Texas,48,15-24 years,Diabetes,34,4055517
Kentucky,21,35-44 years,COVID-19,38,550953
Alabama,1,45-54 years,Motor Vehicle Accidents,138,616616
Massachusetts,25,35-44 years,COVID-19,53,848373
Maryland,24,75-84 years,Cancer,2797,278421
Montana,30,75-84 years,Diabetes,84,58951
California,6,35-44 years,Influenza & Pneumonia,88,5282100
Texas,48,35-44 years,Motor Vehicle Accidents,573,3942439
Alabama,1,65-74 years,Motor Vehicle Accidents,108,501447
Nevada,32,55-64 years,Chronic Respiratory Diseases,140,383476
Wisconsin,55,55-64 years,Chronic Respiratory Diseases,290,823018
Utah,49,75-84 years,Alzheimer & Brain Degeneration Disease,405,107832
Delaware,10,55-64 years,COVID-19,111,137730
Alabama,1,25-34 years,Stroke,17,647229
Arizona,4,15-24 years,Heart Diseases,10,973547
Pennsylvania,42,85+ years,Chronic Respiratory Diseases,1885,332112
South Carolina,45,25-34 years,Other Accidents,293,682854
Oklahoma,40,35-44 years,Other Causes,375,497873
Oregon,41,45-54 years,Motor Vehicle Accidents,74,510127
Nebraska,31,55-64 years,Alzheimer & Brain Degeneration Disease,21,242293
Indiana,18,85+ years,COVID-19,3209,131069
Washington,53,55-64 years,Kidney Disease,51,959608
Wyoming,56,45-54 years,Heart Diseases,32,63853
Tennessee,47,85+ years,Cancer,1916,121769
Kansas,20,65-74 years,Influenza & Pneumonia,84,272236
Arizona,4,85+ years,Chronic Respiratory Diseases,1041,145737
Indiana,18,35-44 years,Stroke,45,828959
Alabama,1,75-84 years,Diabetes,294,256847
New York,36,45-54 years,Kidney Disease,81,2471804
Oregon,41,75-84 years,Stroke,574,216944
Washington,53,45-54 years,Chronic Respiratory Diseases,60,923777
Michigan,26,85+ years,Alzheimer & Brain Degeneration Disease,3320,213136
West Virginia,54,55-64 years,Other Accidents,177,254726
Delaware,10,85+ years,Stroke,261,20254
Florida,12,55-64 years,Heart Diseases,5523,2898355
Connecticut,9,45-54 years,Motor Vehicle Accidents,31,476905
Louisiana,22,25-34 years,Other Causes,357,658227
Mississippi,28,85+ years,Chronic Respiratory Diseases,441,52298
Nevada,32,45-54 years,Stroke,59,394228
California,6,65-74 years,Chronic Respiratory Diseases,2856,3386670
North Carolina,37,55-64 years,Diabetes,628,1362125
Texas,48,1-14 years,Influenza & Pneumonia,49,6157593
Montana,30,55-64 years,Stroke,30,150008
Utah,49,35-44 years,Stroke,12,443453
Iowa,19,65-74 years,Cancer,1776,311447
Ohio,39,75-84 years,Diabetes,994,600805
New York,36,85+ years,Other Accidents,1031,460001
Colorado,8,55-64 years,Kidney Disease,51,713013
Nebraska,31,85+ years,Other Accidents,151,43058
Ohio,39,65-74 years,Other Causes,5285,1189243
Kansas,20,45-54 years,Motor Vehicle Accidents,50,327961
Louisiana,22,35-44 years,Kidney Disease,25,589854
Pennsylvania,42,15-24 years,Other Causes,420,1603208
Arkansas,5,45-54 years,Other Causes,410,361582
Illinois,17,55-64 years,Kidney Disease,286,1658283
New Hampshire,33,55-64 years,Cancer,532,214314
Connecticut,9,35-44 years,Motor Vehicle Accidents,33,427141
Ohio,39,55-64 years,Other Causes,3636,1604683
New Jersey,34,55-64 years,Alzheimer & Brain Degeneration Disease,44,1223649
Kentucky,21,85+ years,Other Causes,3524,81868
Alaska,2,65-74 years,Stroke,47,61300
Tennessee,47,75-84 years,Motor Vehicle Accidents,91,340228
North Carolina,37,85+ years,Heart Diseases,7040,189394
Wisconsin,55,25-34 years,Diabetes,10,741222
Georgia,13,85+ years,Motor Vehicle Accidents,44,151069
Missouri,29,25-34 years,Other Causes,440,825887
South Dakota,46,65-74 years,Other Causes,174,89216
Michigan,26,75-84 years,Influenza & Pneumonia,391,514685
Michigan,26,35-44 years,Other Causes,771,1166172
Texas,48,65-74 years,Motor Vehicle Accidents,355,2245028
Minnesota,27,65-74 years,Stroke,334,531059
New York,36,75-84 years,Stroke,1643,976223
Mississippi,28,65-74 years,Other Causes,1135,288955
Washington,53,25-34 years,Motor Vehicle Accidents,122,1172075
Alaska,2,45-54 years,Other Causes,78,85130
Colorado,8,25-34 years,Other Causes,410,913354
Kansas,20,85+ years,Stroke,628,65678
Vermont,50,85+ years,Heart Diseases,604,14437
Idaho,16,45-54 years,COVID-19,39,201766
Oregon,41,35-44 years,Cancer,120,568712
Michigan,26,65-74 years,Influenza & Pneumonia,275,1037580
